Type,Name,OID,Code System,Code System OID,Status,Condition Name,Condition Code,Condition Code System
Lab Obs Test Name,Gonorrhea (Tests for Neisseria gonorrhoeae Nucleic Acid),2.16.840.1.113762.1.4.1146.244,LOINC,2.16.840.1.113883.6.1,Published,Nongonococcal urethritis (disorder),84619001,SNOMEDCT
Lab Obs Test Name,Gonorrhea (Tests for Neisseria gonorrhoeae by Culture and Identification Method),2.16.840.1.113762.1.4.1146.245,LOINC,2.16.840.1.113883.6.1,Published,Nongonococcal urethritis (disorder),84619001,SNOMEDCT
Lab Obs Test Name,Gonorrhea (Tests for Neisseria gonorrhoeae Antigen),2.16.840.1.113762.1.4.1146.2095,LOINC,2.16.840.1.113883.6.1,Published,Nongonococcal urethritis (disorder),84619001,SNOMEDCT
Lab Obs Test Name,Psittacosis (Tests for Chlamydophila psittaci by Culture and Identification Method),2.16.840.1.113762.1.4.1146.440,LOINC,2.16.840.1.113883.6.1,Published,Ornithosis (disorder),75116005,SNOMEDCT
Lab Obs Test Name,Psittacosis (Tests for Chlamydophila psittaci IgG Antibody),2.16.840.1.113762.1.4.1146.443,LOINC,2.16.840.1.113883.6.1,Published,Ornithosis (disorder),75116005,SNOMEDCT
Lab Obs Test Name,Psittacosis (Tests for Chlamydophila psittaci Nucleic Acid),2.16.840.1.113762.1.4.1146.441,LOINC,2.16.840.1.113883.6.1,Published,Ornithosis (disorder),75116005,SNOMEDCT
Lab Obs Test Name,Psittacosis (Tests for Chlamydophila psittaci IgM Antibody),2.16.840.1.113762.1.4.1146.442,LOINC,2.16.840.1.113883.6.1,Published,Ornithosis (disorder),75116005,SNOMEDCT
Lab Obs Test Name,Drugs [Non opioid] (Tests by Screen or Unspecified Method in Blood),2.16.840.1.113762.1.4.1146.1547,LOINC,2.16.840.1.113883.6.1,Published,Overdose (disorder),1149222004,SNOMEDCT
Lab Obs Test Name,Drugs [Non opioid] (Tests by Screen or Unspecified Method in Urine),2.16.840.1.113762.1.4.1146.1548,LOINC,2.16.840.1.113883.6.1,Published,Overdose (disorder),1149222004,SNOMEDCT
Lab Obs Test Name,Opioid Overdose and Poisoning (Tests for Opioids [Quantitative]),2.16.840.1.113762.1.4.1146.1076,LOINC,2.16.840.1.113883.6.1,Published,Overdose of opiate (disorder),242253008,SNOMEDCT
Lab Obs Test Name,Opioid Overdose and Poisoning (Tests for Opioids [Qualitative]),2.16.840.1.113762.1.4.1146.785,LOINC,2.16.840.1.113883.6.1,Published,Overdose of opiate (disorder),242253008,SNOMEDCT
Lab Obs Test Name,S. Paratyphi Infection (Tests for S. Paratyphi Antibody),2.16.840.1.113762.1.4.1146.1020,LOINC,2.16.840.1.113883.6.1,Published,Paratyphoid fever (disorder),85904008,SNOMEDCT
Lab Obs Test Name,Hepatitis C Virus Infection (Tests for hepatitis C virus Antibody),2.16.840.1.113762.1.4.1146.407,LOINC,2.16.840.1.113883.6.1,Published,Perinatal hepatitis caused by Hepatitis C virus (disorder),551611000124101,SNOMEDCT
Lab Obs Test Name,Hepatitis C Virus Infection (Tests for hepatitis C virus Antigen),2.16.840.1.113762.1.4.1146.399,LOINC,2.16.840.1.113883.6.1,Published,Perinatal hepatitis caused by Hepatitis C virus (disorder),551611000124101,SNOMEDCT
Lab Obs Test Name,Hepatitis C Virus Infection (Tests for hepatitis C virus Nucleic Acid),2.16.840.1.113762.1.4.1146.398,LOINC,2.16.840.1.113883.6.1,Published,Perinatal hepatitis caused by Hepatitis C virus (disorder),551611000124101,SNOMEDCT
Lab Obs Test Name,Pertussis (Tests for Bordetella pertussis Toxin Antibody),2.16.840.1.113762.1.4.1146.614,LOINC,2.16.840.1.113883.6.1,Published,Pertussis (disorder),27836007,SNOMEDCT
Lab Obs Test Name,Pertussis (Tests for Bordetella pertussis Antigen),2.16.840.1.113762.1.4.1146.215,LOINC,2.16.840.1.113883.6.1,Published,Pertussis (disorder),27836007,SNOMEDCT
Lab Obs Test Name,Pertussis (Tests for Bordetella pertussis Nucleic Acid),2.16.840.1.113762.1.4.1146.58,LOINC,2.16.840.1.113883.6.1,Published,Pertussis (disorder),27836007,SNOMEDCT
Lab Obs Test Name,Pertussis (Tests for Bordetella pertussis Antibody [Excluding Pertussis Toxin Antibody]),2.16.840.1.113762.1.4.1146.216,LOINC,2.16.840.1.113883.6.1,Published,Pertussis (disorder),27836007,SNOMEDCT
Lab Obs Test Name,Pertussis (Tests for Bordetella pertussis by Culture and Identification Method),2.16.840.1.113762.1.4.1146.220,LOINC,2.16.840.1.113883.6.1,Published,Pertussis (disorder),27836007,SNOMEDCT
Lab Obs Test Name,Pesticide Related Illness (Tests for Pesticides),2.16.840.1.113762.1.4.1146.416,LOINC,2.16.840.1.113883.6.1,Published,Pesticide poisoning (disorder),37131007,SNOMEDCT
Lab Obs Test Name,Pesticide Related Illness (Test Panels for Pesticides),2.16.840.1.113762.1.4.1146.821,LOINC,2.16.840.1.113883.6.1,Published,Pesticide poisoning (disorder),37131007,SNOMEDCT
Lab Obs Test Name,Pesticide Related Illness (Test Panels for Cholinesterase),2.16.840.1.113762.1.4.1146.1127,LOINC,2.16.840.1.113883.6.1,Published,Pesticide poisoning (disorder),37131007,SNOMEDCT
Lab Obs Test Name,Pesticide Related Illness (Tests for Cholinesterase),2.16.840.1.113762.1.4.1146.1126,LOINC,2.16.840.1.113883.6.1,Published,Pesticide poisoning (disorder),37131007,SNOMEDCT
Lab Obs Test Name,Plague (Tests for Yersinia pestis Antibody [Quantitative]),2.16.840.1.113762.1.4.1146.960,LOINC,2.16.840.1.113883.6.1,Published,Plague (disorder),58750007,SNOMEDCT
Lab Obs Test Name,Plague (Tests for Yersinia pestis Antigen),2.16.840.1.113762.1.4.1146.571,LOINC,2.16.840.1.113883.6.1,Published,Plague (disorder),58750007,SNOMEDCT
Lab Obs Test Name,Plague (Tests for Yersinia pestis Nucleic Acid),2.16.840.1.113762.1.4.1146.569,LOINC,2.16.840.1.113883.6.1,Published,Plague (disorder),58750007,SNOMEDCT
Lab Obs Test Name,Plague (Tests for Yersinia pestis Antibody [Qualitative]),2.16.840.1.113762.1.4.1146.572,LOINC,2.16.840.1.113883.6.1,Published,Plague (disorder),58750007,SNOMEDCT
Lab Obs Test Name,Plague (Tests for Yersinia pestis by Culture and Identification Method),2.16.840.1.113762.1.4.1146.570,LOINC,2.16.840.1.113883.6.1,Published,Plague (disorder),58750007,SNOMEDCT
Lab Obs Test Name,Powassan Virus Disease (Tests for Powassan Virus Nucleic Acid),2.16.840.1.113762.1.4.1146.1170,LOINC,2.16.840.1.113883.6.1,Published,Powassan encephalitis virus infection (disorder),416707008,SNOMEDCT
Lab Obs Test Name,Powassan Virus Disease (Tests for Powassan Virus Antibody [Qualitative]),2.16.840.1.113762.1.4.1146.1187,LOINC,2.16.840.1.113883.6.1,Published,Powassan encephalitis virus infection (disorder),416707008,SNOMEDCT
Lab Obs Test Name,Powassan Virus Disease (Tests for Powassan Virus Antibody [Quantitative]),2.16.840.1.113762.1.4.1146.1182,LOINC,2.16.840.1.113883.6.1,Published,Powassan encephalitis virus infection (disorder),416707008,SNOMEDCT
Lab Obs Test Name,Powassan Virus Disease (Tests for Powassan Virus IgM Antibody),2.16.840.1.113762.1.4.1146.1177,LOINC,2.16.840.1.113883.6.1,Published,Powassan encephalitis virus infection (disorder),416707008,SNOMEDCT
Lab Obs Test Name,Naegleria fowleri PAM (Tests for Naegleria fowleri Nucleic Acid),2.16.840.1.113762.1.4.1146.1285,LOINC,2.16.840.1.113883.6.1,Published,Primary amebic encephalitis caused by Naegleria fowleri (disorder)  ,428175000,SNOMEDCT
Lab Obs Test Name,Naegleria fowleri PAM (Tests for Naegleria fowleri Antigen),2.16.840.1.113762.1.4.1146.1539,LOINC,2.16.840.1.113883.6.1,Published,Primary amebic encephalitis caused by Naegleria fowleri (disorder)  ,428175000,SNOMEDCT
Lab Obs Test Name,Naegleria fowleri PAM (Tests for Naegleria fowleri by Culture and Identification Method),2.16.840.1.113762.1.4.1146.1286,LOINC,2.16.840.1.113883.6.1,Published,Primary amebic encephalitis caused by Naegleria fowleri (disorder)  ,428175000,SNOMEDCT
Lab Obs Test Name,Prion Disease (Tests for Abnormal Prion Protein),2.16.840.1.113762.1.4.1146.1341,LOINC,2.16.840.1.113883.6.1,Published,Prion disease (disorder),20484008,SNOMEDCT
Lab Obs Test Name,Prion Disease (Tests for 14_3_3 Protein),2.16.840.1.113762.1.4.1146.1340,LOINC,2.16.840.1.113883.6.1,Published,Prion disease (disorder),20484008,SNOMEDCT
Lab Obs Test Name,Prion Disease (Tests for Abnormal PRNP Gene Variant),2.16.840.1.113762.1.4.1146.2139,LOINC,2.16.840.1.113883.6.1,Published,Prion disease (disorder),20484008,SNOMEDCT
Lab Obs Test Name,Q Fever (Tests for Coxiella burnetii Antigen),2.16.840.1.113762.1.4.1146.499,LOINC,2.16.840.1.113883.6.1,Published,Q fever (disorder),186788009,SNOMEDCT
Lab Obs Test Name,Q Fever (Tests for Coxiella burnetii Phase II Antigen IgG Antibody [Quantitative] by IFA),2.16.840.1.113762.1.4.1146.498,LOINC,2.16.840.1.113883.6.1,Published,Q fever (disorder),186788009,SNOMEDCT
Lab Obs Test Name,Q Fever (Tests for Coxiella burnetii IgM IgG Antibody [Excluding Quantitative IFA Tests for IgG Antibody against Phase I or II Antigen]),2.16.840.1.113762.1.4.1146.496,LOINC,2.16.840.1.113883.6.1,Published,Q fever (disorder),186788009,SNOMEDCT
Lab Obs Test Name,Q Fever (Tests for Coxiella burnetii Nucleic Acid),2.16.840.1.113762.1.4.1146.500,LOINC,2.16.840.1.113883.6.1,Published,Q fever (disorder),186788009,SNOMEDCT
Lab Obs Test Name,Q Fever (Tests for Coxiella burnetii Phase I Antigen IgG Antibody [Quantitative] by IFA),2.16.840.1.113762.1.4.1146.497,LOINC,2.16.840.1.113883.6.1,Published,Q fever (disorder),186788009,SNOMEDCT
Lab Obs Test Name,Q Fever (Tests for Coxiella burnetii by Culture and Identification Method),2.16.840.1.113762.1.4.1146.501,LOINC,2.16.840.1.113883.6.1,Published,Q fever (disorder),186788009,SNOMEDCT
Lab Obs Test Name,Rabies (Tests for rabies virus Antibody in Serum),2.16.840.1.113762.1.4.1146.948,LOINC,2.16.840.1.113883.6.1,Published,Rabies (disorder),14168008,SNOMEDCT
Lab Obs Test Name,Rabies (Tests for rabies virus Antigen by Immunofluorescence),2.16.840.1.113762.1.4.1146.552,LOINC,2.16.840.1.113883.6.1,Published,Rabies (disorder),14168008,SNOMEDCT
Lab Obs Test Name,Rabies (Tests for rabies virus Antibody),2.16.840.1.113762.1.4.1146.1408,LOINC,2.16.840.1.113883.6.1,Published,Rabies (disorder),14168008,SNOMEDCT
Lab Obs Test Name,Rabies (Tests for rabies virus Nucleic Acid),2.16.840.1.113762.1.4.1146.874,LOINC,2.16.840.1.113883.6.1,Published,Rabies (disorder),14168008,SNOMEDCT
Lab Obs Test Name,Rabies (Tests for rabies virus Antibody in CSF),2.16.840.1.113762.1.4.1146.949,LOINC,2.16.840.1.113883.6.1,Published,Rabies (disorder),14168008,SNOMEDCT
Lab Obs Test Name,Rabies (Tests for rabies virus by Culture and Identification Method),2.16.840.1.113762.1.4.1146.946,LOINC,2.16.840.1.113883.6.1,Published,Rabies (disorder),14168008,SNOMEDCT
Lab Obs Test Name,RSV (Tests for RSV Antigen),2.16.840.1.113762.1.4.1146.1311,LOINC,2.16.840.1.113883.6.1,Published,Respiratory syncytial virus infection (disorder),55735004,SNOMEDCT
Lab Obs Test Name,RSV (Tests for RSV Nucleic Acid),2.16.840.1.113762.1.4.1146.1312,LOINC,2.16.840.1.113883.6.1,Published,Respiratory syncytial virus infection (disorder),55735004,SNOMEDCT
Lab Obs Test Name,RSV (Tests for RSV by Culture and Identification Method),2.16.840.1.113762.1.4.1146.1313,LOINC,2.16.840.1.113883.6.1,Published,Respiratory syncytial virus infection (disorder),55735004,SNOMEDCT
Lab Obs Test Name,Ricin Poisoning (Tests for Ricinine),2.16.840.1.113762.1.4.1146.1345,LOINC,2.16.840.1.113883.6.1,Published,Ricin poisoning (disorder) ,409617000,SNOMEDCT
Lab Obs Test Name,Ricin Poisoning (Tests for Ricin Antibody),2.16.840.1.113762.1.4.1146.1344,LOINC,2.16.840.1.113883.6.1,Published,Ricin poisoning (disorder) ,409617000,SNOMEDCT
Lab Obs Test Name,Ricin Poisoning (Tests for Ricin),2.16.840.1.113762.1.4.1146.1343,LOINC,2.16.840.1.113883.6.1,Published,Ricin poisoning (disorder) ,409617000,SNOMEDCT
Lab Obs Test Name,Rubella (Tests for rubella virus IgG Antibody [Quantitative] in Serum),2.16.840.1.113762.1.4.1146.820,LOINC,2.16.840.1.113883.6.1,Published,Rubella (disorder),36653000,SNOMEDCT
Lab Obs Test Name,Rubella (Tests for rubella virus IgG Antibody [Ratio] in Serum),2.16.840.1.113762.1.4.1146.816,LOINC,2.16.840.1.113883.6.1,Published,Rubella (disorder),36653000,SNOMEDCT
Lab Obs Test Name,Rubella (Tests for rubella virus by Culture and Identification Method),2.16.840.1.113762.1.4.1146.313,LOINC,2.16.840.1.113883.6.1,Published,Rubella (disorder),36653000,SNOMEDCT
Lab Obs Test Name,Rubella (Tests for rubella virus Nucleic Acid),2.16.840.1.113762.1.4.1146.314,LOINC,2.16.840.1.113883.6.1,Published,Rubella (disorder),36653000,SNOMEDCT
Lab Obs Test Name,Rubella (Tests for rubella virus IgM Antibody),2.16.840.1.113762.1.4.1146.316,LOINC,2.16.840.1.113883.6.1,Published,Rubella (disorder),36653000,SNOMEDCT
Lab Obs Test Name,St. Louis Encephalitis Virus Infection (Tests for Saint Louis encephalitis virus Antibody [Quantitative]),2.16.840.1.113762.1.4.1146.547,LOINC,2.16.840.1.113883.6.1,Published,Saint Louis encephalitis virus infection (disorder),417192005,SNOMEDCT
Lab Obs Test Name,St. Louis Encephalitis Virus Infection (Tests for Saint Louis encephalitis virus Antibody [Qualitative]),2.16.840.1.113762.1.4.1146.548,LOINC,2.16.840.1.113883.6.1,Published,Saint Louis encephalitis virus infection (disorder),417192005,SNOMEDCT
Lab Obs Test Name,St. Louis Encephalitis Virus Infection (Tests for Saint Louis encephalitis virus Nucleic Acid),2.16.840.1.113762.1.4.1146.544,LOINC,2.16.840.1.113883.6.1,Published,Saint Louis encephalitis virus infection (disorder),417192005,SNOMEDCT
Lab Obs Test Name,St. Louis Encephalitis Virus Infection (Tests for Saint Louis encephalitis virus Antigen),2.16.840.1.113762.1.4.1146.545,LOINC,2.16.840.1.113883.6.1,Published,Saint Louis encephalitis virus infection (disorder),417192005,SNOMEDCT
Lab Obs Test Name,St. Louis Encephalitis Virus Infection (Tests for Saint Louis encephalitis virus IgM Antibody),2.16.840.1.113762.1.4.1146.546,LOINC,2.16.840.1.113883.6.1,Published,Saint Louis encephalitis virus infection (disorder),417192005,SNOMEDCT
Lab Obs Test Name,Salmonellosis (Tests for Salmonella except S. typhi and S. paratyphi by Culture and Identification Method),2.16.840.1.113762.1.4.1146.70,LOINC,2.16.840.1.113883.6.1,Published,Salmonella infection (disorder),302231008,SNOMEDCT
Lab Obs Test Name,Salmonellosis (Tests for Salmonella except S. typhi and S. paratyphi Nucleic Acid),2.16.840.1.113762.1.4.1146.71,LOINC,2.16.840.1.113883.6.1,Published,Salmonella infection (disorder),302231008,SNOMEDCT
Lab Obs Test Name,SARS (Tests for SARS_CoV by Unspecified Method),2.16.840.1.113762.1.4.1146.887,LOINC,2.16.840.1.113883.6.1,Published,Severe acute respiratory syndrome (disorder),398447004,SNOMEDCT
Lab Obs Test Name,SARS (Tests for SARS_CoV by Culture and Identification Method),2.16.840.1.113762.1.4.1146.846,LOINC,2.16.840.1.113883.6.1,Published,Severe acute respiratory syndrome (disorder),398447004,SNOMEDCT
Lab Obs Test Name,SARS (Tests for SARS_CoV Antibody),2.16.840.1.113762.1.4.1146.848,LOINC,2.16.840.1.113883.6.1,Published,Severe acute respiratory syndrome (disorder),398447004,SNOMEDCT
Lab Obs Test Name,SARS (Tests for SARS_CoV Nucleic Acid),2.16.840.1.113762.1.4.1146.847,LOINC,2.16.840.1.113883.6.1,Published,Severe acute respiratory syndrome (disorder),398447004,SNOMEDCT
Lab Obs Test Name,Shigellosis (Tests for Shigella species Nucleic Acid),2.16.840.1.113762.1.4.1146.317,LOINC,2.16.840.1.113883.6.1,Published,Shigellosis (disorder),36188001,SNOMEDCT
Lab Obs Test Name,Shigellosis (Tests for Enteroinvasive E. coli Nucleic Acid),2.16.840.1.113762.1.4.1146.998,LOINC,2.16.840.1.113883.6.1,Published,Shigellosis (disorder),36188001,SNOMEDCT
Lab Obs Test Name,Shigellosis (Tests for Shigella species by Culture and Identification Method),2.16.840.1.113762.1.4.1146.301,LOINC,2.16.840.1.113883.6.1,Published,Shigellosis (disorder),36188001,SNOMEDCT
Lab Obs Test Name,Smallpox (Tests for variola virus Nucleic Acid),2.16.840.1.113762.1.4.1146.345,LOINC,2.16.840.1.113883.6.1,Published,Smallpox (disorder),67924001,SNOMEDCT
Lab Obs Test Name,Snowshoe hare Virus Diseases (Tests for Snowshoe hare Virus Nucleic Acid),2.16.840.1.113762.1.4.1146.1953,LOINC,2.16.840.1.113883.6.1,Published,Snowshoe hare virus encephalitis (disorder),404236003,SNOMEDCT
Lab Obs Test Name,Snowshoe hare Virus Diseases (Tests for Snowshoe hare Virus Antibody),2.16.840.1.113762.1.4.1146.1957,LOINC,2.16.840.1.113883.6.1,Published,Snowshoe hare virus encephalitis (disorder),404236003,SNOMEDCT
Lab Obs Test Name,Snowshoe hare Virus Diseases (Tests for Snowshoe hare Virus IgM Antibody),2.16.840.1.113762.1.4.1146.1955,LOINC,2.16.840.1.113883.6.1,Published,Snowshoe hare virus encephalitis (disorder),404236003,SNOMEDCT
Lab Obs Test Name,Spotted Fever Rickettsiosis (Tests for Rickettsia Spotted Fever Group Antigen in Tissue by Immune Staining),2.16.840.1.113762.1.4.1146.540,LOINC,2.16.840.1.113883.6.1,Published,Spotted fever group rickettsial disease (disorder),186771002,SNOMEDCT
Lab Obs Test Name,Spotted Fever Rickettsiosis (Tests for Rickettsia Spotted Fever Group IgG Antibody [Quantitative] by Immunofluorescence),2.16.840.1.113762.1.4.1146.541,LOINC,2.16.840.1.113883.6.1,Published,Spotted fever group rickettsial disease (disorder),186771002,SNOMEDCT
Lab Obs Test Name,Spotted Fever Rickettsiosis (Tests for Rickettsia Spotted Fever Group Nucleic Acid),2.16.840.1.113762.1.4.1146.538,LOINC,2.16.840.1.113883.6.1,Published,Spotted fever group rickettsial disease (disorder),186771002,SNOMEDCT
Lab Obs Test Name,Spotted Fever Rickettsiosis (Tests for Rickettsia Spotted Fever Group IgM Antibody),2.16.840.1.113762.1.4.1146.537,LOINC,2.16.840.1.113883.6.1,Published,Spotted fever group rickettsial disease (disorder),186771002,SNOMEDCT
Lab Obs Test Name,Spotted Fever Rickettsiosis (Tests for Rickettsia Spotted Fever Group IgG Antibody),2.16.840.1.113762.1.4.1146.536,LOINC,2.16.840.1.113883.6.1,Published,Spotted fever group rickettsial disease (disorder),186771002,SNOMEDCT
Lab Obs Test Name,Rickettsioses (Tests for Rickettsia species Nucleic Acid),2.16.840.1.113762.1.4.1146.535,LOINC,2.16.840.1.113883.6.1,Published,Spotted fever group rickettsial disease (disorder),186771002,SNOMEDCT
Lab Obs Test Name,Rickettsioses (Tests for Rickettsia species by Culture and Identification Method),2.16.840.1.113762.1.4.1146.539,LOINC,2.16.840.1.113883.6.1,Published,Spotted fever group rickettsial disease (disorder),186771002,SNOMEDCT
Lab Obs Test Name,Staphylococcal Enterotoxin B Poisoning (Tests for Staph aureus Enterotoxin B),2.16.840.1.113762.1.4.1146.1752,LOINC,2.16.840.1.113883.6.1,Published,Staphylococcus aureus enterotoxin B (substance) ,419488004,SNOMEDCT
Lab Obs Test Name,Staphylococcal Enterotoxin B Poisoning (Tests for Staph aureus Enterotoxin B Nucleic Acid),2.16.840.1.113762.1.4.1146.1753,LOINC,2.16.840.1.113883.6.1,Published,Staphylococcus aureus enterotoxin B (substance) ,419488004,SNOMEDCT
Lab Obs Test Name,Syphilis (Tests for Treponemal or Non Treponemal Antibody),2.16.840.1.113762.1.4.1146.705,LOINC,2.16.840.1.113883.6.1,Published,Syphilis (disorder),76272004,SNOMEDCT
Lab Obs Test Name,Treponema pallidum (Tests by Microscopic Observation),2.16.840.1.113762.1.4.1146.746,LOINC,2.16.840.1.113883.6.1,Published,Syphilis (disorder),76272004,SNOMEDCT
Lab Obs Test Name,Syphilis (Tests for Treponema pallidum Nucleic Acid),2.16.840.1.113762.1.4.1146.550,LOINC,2.16.840.1.113883.6.1,Published,Syphilis (disorder),76272004,SNOMEDCT
Lab Obs Test Name,Borrelia species (Tests for Nucleic Acid),2.16.840.1.113762.1.4.1146.530,LOINC,2.16.840.1.113883.6.1,Published,Tick-borne relapsing fever (disorder),10301003,SNOMEDCT
Lab Obs Test Name,Borrelia species (Tests by Culture and Identification Method),2.16.840.1.113762.1.4.1146.1128,LOINC,2.16.840.1.113883.6.1,Published,Tick-borne relapsing fever (disorder),10301003,SNOMEDCT
Lab Obs Test Name,Tickborne Relapsing Fever (Tests for Borrelia hermsii/miyamotoi/parkerii/turicatae Nucleic Acid),2.16.840.1.113762.1.4.1146.1130,LOINC,2.16.840.1.113883.6.1,Published,Tick-borne relapsing fever (disorder),10301003,SNOMEDCT
Lab Obs Test Name,Tickborne Relapsing Fever (Tests for Borrelia hermsii/miyamotoi/parkerii/turicatae by Culture and Identification Method),2.16.840.1.113762.1.4.1146.1129,LOINC,2.16.840.1.113883.6.1,Published,Tick-borne relapsing fever (disorder),10301003,SNOMEDCT
Lab Obs Test Name,Tickborne Relapsing Fever (Tests for Borrelia hermsii/miyamotoi/parkerii/turicatae Antibody by Immunoassay),2.16.840.1.113762.1.4.1146.873,LOINC,2.16.840.1.113883.6.1,Published,Tick-borne relapsing fever (disorder),10301003,SNOMEDCT
Lab Obs Test Name,Arsenic Exposure and Toxicity (Tests for Arsenic [Quantitative] in Blood),2.16.840.1.113762.1.4.1146.1511,LOINC,2.16.840.1.113883.6.1,Published,Toxic effect of arsenic and its compounds (disorder),767146004,SNOMEDCT
Lab Obs Test Name,Arsenic Exposure and Toxicity (Tests for Arsenic [Quantitative] in Unspecified Specimen),2.16.840.1.113762.1.4.1146.1509,LOINC,2.16.840.1.113883.6.1,Published,Toxic effect of arsenic and its compounds (disorder),767146004,SNOMEDCT
Lab Obs Test Name,Arsenic Exposure and Toxicity (Tests for Arsenic [Quantitative] in Urine),2.16.840.1.113762.1.4.1146.1510,LOINC,2.16.840.1.113883.6.1,Published,Toxic effect of arsenic and its compounds (disorder),767146004,SNOMEDCT
Lab Obs Test Name,Carbon Monoxide Poisoning (Tests for Carboxyhemoglobin by Pulse CO Oximetry),2.16.840.1.113762.1.4.1146.858,LOINC,2.16.840.1.113883.6.1,Published,Toxic effect of carbon monoxide (disorder),17383000,SNOMEDCT
Lab Obs Test Name,Carbon Monoxide Poisoning (Tests for Carboxyhemoglobin in Blood [Quantitative]),2.16.840.1.113762.1.4.1146.417,LOINC,2.16.840.1.113883.6.1,Published,Toxic effect of carbon monoxide (disorder),17383000,SNOMEDCT
Lab Obs Test Name,Mercury Exposure and Toxicity (Tests for Mercury [Quantitative] in Urine),2.16.840.1.113762.1.4.1146.1527,LOINC,2.16.840.1.113883.6.1,Published,Toxic effect of mercury and its compounds (disorder),767299002,SNOMEDCT
Lab Obs Test Name,Mercury Exposure and Toxicity (Tests for Mercury [Quantitative] in Blood),2.16.840.1.113762.1.4.1146.1526,LOINC,2.16.840.1.113883.6.1,Published,Toxic effect of mercury and its compounds (disorder),767299002,SNOMEDCT
Lab Obs Test Name,Mercury Exposure and Toxicity (Tests for Mercury [Quantitative] in Unspecified Specimen),2.16.840.1.113762.1.4.1146.1528,LOINC,2.16.840.1.113883.6.1,Published,Toxic effect of mercury and its compounds (disorder),767299002,SNOMEDCT
Lab Obs Test Name,Toxoplasmosis (Tests for Toxoplasma gondii by Culture and Identification Method),2.16.840.1.113762.1.4.1146.1896,LOINC,2.16.840.1.113883.6.1,Published,Toxoplasmosis (disorder) ,187192000,SNOMEDCT
Lab Obs Test Name,Toxoplasmosis (Tests for Toxoplasma gondii IgG Antibody),2.16.840.1.113762.1.4.1146.1899,LOINC,2.16.840.1.113883.6.1,Published,Toxoplasmosis (disorder) ,187192000,SNOMEDCT
Lab Obs Test Name,Toxoplasmosis (Tests for Toxoplasma gondii Nucleic Acid),2.16.840.1.113762.1.4.1146.1898,LOINC,2.16.840.1.113883.6.1,Published,Toxoplasmosis (disorder) ,187192000,SNOMEDCT
Lab Obs Test Name,Toxoplasmosis (Tests for Toxoplasma gondii Antibody),2.16.840.1.113762.1.4.1146.1901,LOINC,2.16.840.1.113883.6.1,Published,Toxoplasmosis (disorder) ,187192000,SNOMEDCT
Lab Obs Test Name,Toxoplasmosis (Tests by Microscopic Observation),2.16.840.1.113762.1.4.1146.1897,LOINC,2.16.840.1.113883.6.1,Published,Toxoplasmosis (disorder) ,187192000,SNOMEDCT
Lab Obs Test Name,Toxoplasmosis (Tests for Toxoplasma gondii IgM Antibody),2.16.840.1.113762.1.4.1146.1900,LOINC,2.16.840.1.113883.6.1,Published,Toxoplasmosis (disorder) ,187192000,SNOMEDCT
Lab Obs Test Name,Trivittatus Virus Diseases (Tests for Trivittatus Virus Antibody),2.16.840.1.113762.1.4.1146.1958,LOINC,2.16.840.1.113883.6.1,Published,Trivittatus fever (disorder),240507007,SNOMEDCT
Lab Obs Test Name,Tuberculosis (Interferon Gamma Release Assays),2.16.840.1.113762.1.4.1146.841,LOINC,2.16.840.1.113883.6.1,Published,Tuberculosis (disorder),56717001,SNOMEDCT
Lab Obs Test Name,Tuberculosis (Mammalian Tuberculin Skin Test),2.16.840.1.113762.1.4.1146.602,LOINC,2.16.840.1.113883.6.1,Published,Tuberculosis (disorder),56717001,SNOMEDCT
Lab Obs Test Name,Tuberculosis (Tests for Mycobacterium tuberculosis by Culture and Identification Method),2.16.840.1.113762.1.4.1146.840,LOINC,2.16.840.1.113883.6.1,Published,Tuberculosis (disorder),56717001,SNOMEDCT
Lab Obs Test Name,Tuberculosis (Tests for Mycobacterium species by Culture and Identification Method),2.16.840.1.113762.1.4.1146.1002,LOINC,2.16.840.1.113883.6.1,Published,Tuberculosis (disorder),56717001,SNOMEDCT
Lab Obs Test Name,Tuberculosis (Tests for Mycobacterium tuberculosis Nucleic Acid),2.16.840.1.113762.1.4.1146.600,LOINC,2.16.840.1.113883.6.1,Published,Tuberculosis (disorder),56717001,SNOMEDCT
Lab Obs Test Name,Tularemia (Tests for Francisella tularensis by Cell Wall Analysis),2.16.840.1.113762.1.4.1146.899,LOINC,2.16.840.1.113883.6.1,Published,Tularemia (disorder),19265001,SNOMEDCT
Lab Obs Test Name,Tularemia (Tests for Francisella tularensis Antibody),2.16.840.1.113762.1.4.1146.598,LOINC,2.16.840.1.113883.6.1,Published,Tularemia (disorder),19265001,SNOMEDCT
Lab Obs Test Name,Tularemia (Tests for Francisella tularensis by Culture and Identification Method),2.16.840.1.113762.1.4.1146.594,LOINC,2.16.840.1.113883.6.1,Published,Tularemia (disorder),19265001,SNOMEDCT
Lab Obs Test Name,Tularemia (Tests for Francisella tularensis Antigen),2.16.840.1.113762.1.4.1146.596,LOINC,2.16.840.1.113883.6.1,Published,Tularemia (disorder),19265001,SNOMEDCT
Lab Obs Test Name,Tularemia (Tests for Francisella tularensis Nucleic Acid),2.16.840.1.113762.1.4.1146.595,LOINC,2.16.840.1.113883.6.1,Published,Tularemia (disorder),19265001,SNOMEDCT
